source,target,value
Kassenzahnärztliche Vereinigung Berlin,Landesfinanzservice (inkl. Landeshauptkasse),108
Ärztekammer Berlin,Investitionsbank Berlin,0
Amtsgericht Spandau,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Verfassungsgerichtshof des Landes Berlin,0
Bezirksamt Reinickendorf,Amtsgericht Spandau,0
Landesverwaltungsamt,Landesfinanzservice (inkl. Landeshauptkasse),0
Investitionsbank Berlin,Kassenzahnärztliche Vereinigung Berlin,0
Finanzamt Friedrichshain-Kreuzberg,Technische Universität Berlin,0
Verwaltungsgericht Berlin,Jugendstrafanstalt Berlin,0
Senatsverwaltung für Finanzen,Pflanzenschutzamt Berlin,0
Maxim Gorki Theater,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Stiftung Preußischer Kulturbesitz,Stiftung Stadtmuseum Berlin,0
Jugendstrafanstalt Berlin,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Finanzamt Lichtenberg,Senatsverwaltung für Kultur und Europa,0
Bezirksamt Pankow,Verwaltungsgericht Berlin,0
Abgeordnetenhaus von Berlin,Jugendstrafanstalt Berlin,0
Finanzamt für Körperschaften II,Handwerksinnungen,126
Bezirksamt Mitte,Abgeordnetenhaus von Berlin,0
Stiftung Bröhan-Museum,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Landesfinanzservice (inkl. Landeshauptkasse),Deutsche Klassenlotterie Berlin,0
Amtsanwaltschaft Berlin,Bezirksamt Spandau,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Maxim Gorki Theater,0
Handwerksinnungen,Ärztekammer Berlin,0
Verfassungsgerichtshof des Landes Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Wohnraumversorgung Berlin,144
Pflanzenschutzamt Berlin,Steuerberaterkammer Berlin,18
Technische Universität Berlin,Steuerberaterkammer Berlin,0
Verkehrslenkung Berlin,Finanzamt Lichtenberg,0
Unfallkasse Berlin,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Finanzamt Charlottenburg,Wiedergutmachungsämter von Berlin,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Bezirksamt Pankow,0
Wiedergutmachungsämter von Berlin,Wiedergutmachungsämter von Berlin,0
Stiftung Stadtmuseum Berlin,Berliner Bäderbetriebe,0
Finanzamt Reinickendorf,Justizvollzugsanstalt für Frauen Berlin,0
Justizvollzugsanstalt für Frauen Berlin,Jugendstrafanstalt Berlin,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Bezirksamt Reinickendorf,0
Steuerberaterkammer Berlin,Finanzamt Charlottenburg,90
Finanzamt Marzahn-Hellersdorf,Berliner Bäderbetriebe,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Senatsverwaltung für Kultur und Europa,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Technische Universität Berlin,180
Pestalozzi-Fröbel-Haus,Bezirksamt Spandau,0
Amtsgericht Lichtenberg,Polizei Berlin,0
Deutsche Klassenlotterie Berlin,Wohnraumversorgung Berlin,0
Landesarbeitsgericht Berlin-Brandenburg,Finanzamt Marzahn-Hellersdorf,0
Berliner Wasserbetriebe (BWB),Finanzamt Lichtenberg,0
Wohnraumversorgung Berlin,Senatsverwaltung für Kultur und Europa,0
Polizei Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
Bezirksamt Spandau,Abgeordnetenhaus von Berlin,0
Berliner Bäderbetriebe,Bezirksamt Spandau,0
Kassenzahnärztliche Vereinigung Berlin,Pflanzenschutzamt Berlin,198
Ärztekammer Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
Amtsgericht Spandau,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Amtsgericht Spandau,0
Bezirksamt Reinickendorf,Landesarbeitsgericht Berlin-Brandenburg,0
Landesverwaltungsamt,Finanzamt Marzahn-Hellersdorf,0
Investitionsbank Berlin,Kassenzahnärztliche Vereinigung Berlin,0
Finanzamt Friedrichshain-Kreuzberg,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Verwaltungsgericht Berlin,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Senatsverwaltung für Finanzen,Wohnraumversorgung Berlin,0
Maxim Gorki Theater,Polizei Berlin,0
Stiftung Preußischer Kulturbesitz,Senatsverwaltung für Kultur und Europa,0
Jugendstrafanstalt Berlin,Bezirksamt Reinickendorf,0
Finanzamt Lichtenberg,Verkehrslenkung Berlin,0
Bezirksamt Pankow,Verfassungsgerichtshof des Landes Berlin,0
Abgeordnetenhaus von Berlin,Wohnraumversorgung Berlin,0
Finanzamt für Körperschaften II,Landesfinanzservice (inkl. Landeshauptkasse),0
Bezirksamt Mitte,Steuerberaterkammer Berlin,0
Stiftung Bröhan-Museum,Investitionsbank Berlin,0
Landesfinanzservice (inkl. Landeshauptkasse),Handwerksinnungen,0
Amtsanwaltschaft Berlin,Senatsverwaltung für Kultur und Europa,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Landesarbeitsgericht Berlin-Brandenburg,0
Handwerksinnungen,Pflanzenschutzamt Berlin,0
Verfassungsgerichtshof des Landes Berlin,Maxim Gorki Theater,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Investitionsbank Berlin,0
Pflanzenschutzamt Berlin,Steuerberaterkammer Berlin,0
Technische Universität Berlin,Finanzamt Lichtenberg,0
Verkehrslenkung Berlin,Unfallkasse Berlin,0
Unfallkasse Berlin,Finanzamt für Körperschaften II,0
Finanzamt Charlottenburg,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Amtsgericht Spandau,0
Wiedergutmachungsämter von Berlin,Finanzamt Charlottenburg,0
Stiftung Stadtmuseum Berlin,Wohnraumversorgung Berlin,0
Finanzamt Reinickendorf,Ärztekammer Berlin,0
Justizvollzugsanstalt für Frauen Berlin,Polizei Berlin,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Jugendstrafanstalt Berlin,0
Steuerberaterkammer Berlin,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Finanzamt Marzahn-Hellersdorf,Unfallkasse Berlin,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung","Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Senatsverwaltung für Kultur und Europa,Bezirksamt Reinickendorf,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Landesfinanzservice (inkl. Landeshauptkasse),0
Pestalozzi-Fröbel-Haus,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Amtsgericht Lichtenberg,Finanzamt Marzahn-Hellersdorf,0
Deutsche Klassenlotterie Berlin,Wiedergutmachungsämter von Berlin,198
Landesarbeitsgericht Berlin-Brandenburg,Pestalozzi-Fröbel-Haus,0
Berliner Wasserbetriebe (BWB),Verwaltungsgericht Berlin,108
Wohnraumversorgung Berlin,Justizvollzugsanstalt für Frauen Berlin,0
Polizei Berlin,Finanzamt Lichtenberg,0
Bezirksamt Spandau,Abgeordnetenhaus von Berlin,0
Berliner Bäderbetriebe,Verfassungsgerichtshof des Landes Berlin,0
Kassenzahnärztliche Vereinigung Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
Ärztekammer Berlin,Finanzamt für Körperschaften II,72
Amtsgericht Spandau,Handwerksinnungen,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Bezirksamt Mitte,0
Bezirksamt Reinickendorf,Bezirksamt Mitte,0
Landesverwaltungsamt,Verkehrslenkung Berlin,0
Investitionsbank Berlin,Stiftung Stadtmuseum Berlin,0
Finanzamt Friedrichshain-Kreuzberg,Stiftung Bröhan-Museum,0
Verwaltungsgericht Berlin,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Senatsverwaltung für Finanzen,Bezirksamt Spandau,0
Maxim Gorki Theater,Verfassungsgerichtshof des Landes Berlin,144
Stiftung Preußischer Kulturbesitz,Landesarbeitsgericht Berlin-Brandenburg,0
Jugendstrafanstalt Berlin,Bezirksamt Spandau,0
Finanzamt Lichtenberg,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Bezirksamt Pankow,Landesarbeitsgericht Berlin-Brandenburg,0
Abgeordnetenhaus von Berlin,Amtsgericht Lichtenberg,0
Finanzamt für Körperschaften II,Stiftung Stadtmuseum Berlin,0
Bezirksamt Mitte,Finanzamt Reinickendorf,0
Stiftung Bröhan-Museum,Bezirksamt Mitte,0
Landesfinanzservice (inkl. Landeshauptkasse),Verfassungsgerichtshof des Landes Berlin,0
Amtsanwaltschaft Berlin,Verkehrslenkung Berlin,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Handwerksinnungen,Stiftung Preußischer Kulturbesitz,0
Verfassungsgerichtshof des Landes Berlin,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Amtsanwaltschaft Berlin,0
Pflanzenschutzamt Berlin,Bezirksamt Spandau,0
Technische Universität Berlin,Ärztekammer Berlin,0
Verkehrslenkung Berlin,Wiedergutmachungsämter von Berlin,0
Unfallkasse Berlin,Berliner Bäderbetriebe,36
Finanzamt Charlottenburg,Polizei Berlin,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Wohnraumversorgung Berlin,0
Wiedergutmachungsämter von Berlin,Deutsche Klassenlotterie Berlin,72
Stiftung Stadtmuseum Berlin,Justizvollzugsanstalt für Frauen Berlin,0
Finanzamt Reinickendorf,Pestalozzi-Fröbel-Haus,0
Justizvollzugsanstalt für Frauen Berlin,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
"Landesamt für Bergbau, Geologie und Rohstoffe",Berliner Wasserbetriebe (BWB),0
Steuerberaterkammer Berlin,Maxim Gorki Theater,0
Finanzamt Marzahn-Hellersdorf,Investitionsbank Berlin,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Wiedergutmachungsämter von Berlin,0
Senatsverwaltung für Kultur und Europa,Landesverwaltungsamt,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Stiftung Bröhan-Museum,0
Pestalozzi-Fröbel-Haus,Bezirksamt Mitte,0
Amtsgericht Lichtenberg,Stiftung Preußischer Kulturbesitz,0
Deutsche Klassenlotterie Berlin,Senatsverwaltung für Finanzen,0
Landesarbeitsgericht Berlin-Brandenburg,Bezirksamt Spandau,72
Berliner Wasserbetriebe (BWB),Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Wohnraumversorgung Berlin,Amtsgericht Spandau,0
Polizei Berlin,Pestalozzi-Fröbel-Haus,0
Bezirksamt Spandau,Kassenzahnärztliche Vereinigung Berlin,198
Berliner Bäderbetriebe,Verkehrslenkung Berlin,0
Kassenzahnärztliche Vereinigung Berlin,Finanzamt Lichtenberg,72
Ärztekammer Berlin,Handwerksinnungen,0
Amtsgericht Spandau,Verkehrslenkung Berlin,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Wiedergutmachungsämter von Berlin,0
Bezirksamt Reinickendorf,Justizvollzugsanstalt für Frauen Berlin,0
Landesverwaltungsamt,Finanzamt Charlottenburg,0
Investitionsbank Berlin,Amtsanwaltschaft Berlin,0
Finanzamt Friedrichshain-Kreuzberg,Abgeordnetenhaus von Berlin,0
Verwaltungsgericht Berlin,Wiedergutmachungsämter von Berlin,0
Senatsverwaltung für Finanzen,Landesfinanzservice (inkl. Landeshauptkasse),0
Maxim Gorki Theater,Jugendstrafanstalt Berlin,0
Stiftung Preußischer Kulturbesitz,Finanzamt Reinickendorf,0
Jugendstrafanstalt Berlin,Bezirksamt Reinickendorf,0
Finanzamt Lichtenberg,Maxim Gorki Theater,0
Bezirksamt Pankow,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Abgeordnetenhaus von Berlin,Unfallkasse Berlin,0
Finanzamt für Körperschaften II,Bezirksamt Reinickendorf,0
Bezirksamt Mitte,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Stiftung Bröhan-Museum,Jugendstrafanstalt Berlin,0
Landesfinanzservice (inkl. Landeshauptkasse),Abgeordnetenhaus von Berlin,0
Amtsanwaltschaft Berlin,Polizei Berlin,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Wohnraumversorgung Berlin,0
Handwerksinnungen,Polizei Berlin,0
Verfassungsgerichtshof des Landes Berlin,Landesverwaltungsamt,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Senatsverwaltung für Finanzen,0
Pflanzenschutzamt Berlin,Senatsverwaltung für Kultur und Europa,0
Technische Universität Berlin,Bezirksamt Mitte,54
Verkehrslenkung Berlin,Verfassungsgerichtshof des Landes Berlin,0
Unfallkasse Berlin,Investitionsbank Berlin,0
Finanzamt Charlottenburg,Bezirksamt Reinickendorf,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Investitionsbank Berlin,0
Wiedergutmachungsämter von Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
Stiftung Stadtmuseum Berlin,Finanzamt für Körperschaften II,0
Finanzamt Reinickendorf,Investitionsbank Berlin,0
Justizvollzugsanstalt für Frauen Berlin,Investitionsbank Berlin,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Landesarbeitsgericht Berlin-Brandenburg,0
Steuerberaterkammer Berlin,Finanzamt Marzahn-Hellersdorf,0
Finanzamt Marzahn-Hellersdorf,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Deutsche Klassenlotterie Berlin,0
Senatsverwaltung für Kultur und Europa,Ärztekammer Berlin,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Abgeordnetenhaus von Berlin,0
Pestalozzi-Fröbel-Haus,Amtsanwaltschaft Berlin,0
Amtsgericht Lichtenberg,Wohnraumversorgung Berlin,0
Deutsche Klassenlotterie Berlin,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Landesarbeitsgericht Berlin-Brandenburg,Unfallkasse Berlin,0
Berliner Wasserbetriebe (BWB),"Landesamt für Bergbau, Geologie und Rohstoffe",0
Wohnraumversorgung Berlin,Verfassungsgerichtshof des Landes Berlin,0
Polizei Berlin,Finanzamt Charlottenburg,0
Bezirksamt Spandau,Ärztekammer Berlin,0
Berliner Bäderbetriebe,Handwerksinnungen,0
Kassenzahnärztliche Vereinigung Berlin,Landesfinanzservice (inkl. Landeshauptkasse),0
Ärztekammer Berlin,Wohnraumversorgung Berlin,0
Amtsgericht Spandau,Bezirksamt Reinickendorf,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Stiftung Preußischer Kulturbesitz,0
Bezirksamt Reinickendorf,Deutsche Klassenlotterie Berlin,0
Landesverwaltungsamt,Senatsverwaltung für Kultur und Europa,0
Investitionsbank Berlin,Handwerksinnungen,0
Finanzamt Friedrichshain-Kreuzberg,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Verwaltungsgericht Berlin,Handwerksinnungen,0
Senatsverwaltung für Finanzen,Handwerksinnungen,0
Maxim Gorki Theater,Bezirksamt Pankow,0
Stiftung Preußischer Kulturbesitz,Steuerberaterkammer Berlin,0
Jugendstrafanstalt Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Finanzamt Lichtenberg,Maxim Gorki Theater,0
Bezirksamt Pankow,Verfassungsgerichtshof des Landes Berlin,0
Abgeordnetenhaus von Berlin,Maxim Gorki Theater,0
Finanzamt für Körperschaften II,Amtsanwaltschaft Berlin,0
Bezirksamt Mitte,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),54
Stiftung Bröhan-Museum,Investitionsbank Berlin,0
Landesfinanzservice (inkl. Landeshauptkasse),Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,54
Amtsanwaltschaft Berlin,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Finanzamt Lichtenberg,0
Handwerksinnungen,Landesarbeitsgericht Berlin-Brandenburg,0
Verfassungsgerichtshof des Landes Berlin,Bezirksamt Reinickendorf,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Verfassungsgerichtshof des Landes Berlin,0
Pflanzenschutzamt Berlin,Landesarbeitsgericht Berlin-Brandenburg,36
Technische Universität Berlin,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Verkehrslenkung Berlin,Landesverwaltungsamt,0
Unfallkasse Berlin,Steuerberaterkammer Berlin,0
Finanzamt Charlottenburg,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Finanzamt für Körperschaften II,0
Wiedergutmachungsämter von Berlin,Verwaltungsgericht Berlin,0
Stiftung Stadtmuseum Berlin,Amtsgericht Lichtenberg,0
Finanzamt Reinickendorf,Berliner Bäderbetriebe,0
Justizvollzugsanstalt für Frauen Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",36
"Landesamt für Bergbau, Geologie und Rohstoffe",Bezirksamt Reinickendorf,0
Steuerberaterkammer Berlin,Stiftung Preußischer Kulturbesitz,0
Finanzamt Marzahn-Hellersdorf,Senatsverwaltung für Finanzen,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Berliner Bäderbetriebe,0
Senatsverwaltung für Kultur und Europa,Finanzamt Marzahn-Hellersdorf,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Bezirksamt Mitte,0
Pestalozzi-Fröbel-Haus,Justizvollzugsanstalt für Frauen Berlin,0
Amtsgericht Lichtenberg,Ärztekammer Berlin,162
Deutsche Klassenlotterie Berlin,Pflanzenschutzamt Berlin,0
Landesarbeitsgericht Berlin-Brandenburg,Wiedergutmachungsämter von Berlin,0
Berliner Wasserbetriebe (BWB),Verwaltungsgericht Berlin,0
Wohnraumversorgung Berlin,Jugendstrafanstalt Berlin,0
Polizei Berlin,Senatsverwaltung für Finanzen,36
Bezirksamt Spandau,Stiftung Stadtmuseum Berlin,0
Berliner Bäderbetriebe,Finanzamt Friedrichshain-Kreuzberg,0
Kassenzahnärztliche Vereinigung Berlin,Deutsche Klassenlotterie Berlin,36
Ärztekammer Berlin,Stiftung Preußischer Kulturbesitz,0
Amtsgericht Spandau,Ärztekammer Berlin,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Pflanzenschutzamt Berlin,0
Bezirksamt Reinickendorf,Wiedergutmachungsämter von Berlin,0
Landesverwaltungsamt,Kassenzahnärztliche Vereinigung Berlin,18
Investitionsbank Berlin,Landesverwaltungsamt,0
Finanzamt Friedrichshain-Kreuzberg,Handwerksinnungen,0
Verwaltungsgericht Berlin,Deutsche Klassenlotterie Berlin,0
Senatsverwaltung für Finanzen,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Maxim Gorki Theater,Berliner Bäderbetriebe,0
Stiftung Preußischer Kulturbesitz,Finanzamt für Körperschaften II,0
Jugendstrafanstalt Berlin,Stiftung Preußischer Kulturbesitz,0
Finanzamt Lichtenberg,Bezirksamt Spandau,0
Bezirksamt Pankow,Stiftung Stadtmuseum Berlin,126
Abgeordnetenhaus von Berlin,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Finanzamt für Körperschaften II,Stiftung Stadtmuseum Berlin,0
Bezirksamt Mitte,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Stiftung Bröhan-Museum,Amtsgericht Spandau,0
Landesfinanzservice (inkl. Landeshauptkasse),Investitionsbank Berlin,18
Amtsanwaltschaft Berlin,Stiftung Bröhan-Museum,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Stiftung Preußischer Kulturbesitz,0
Handwerksinnungen,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Verfassungsgerichtshof des Landes Berlin,Verkehrslenkung Berlin,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Handwerksinnungen,0
Pflanzenschutzamt Berlin,Deutsche Klassenlotterie Berlin,0
Technische Universität Berlin,Stiftung Stadtmuseum Berlin,0
Verkehrslenkung Berlin,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Unfallkasse Berlin,Landesverwaltungsamt,0
Finanzamt Charlottenburg,Handwerksinnungen,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Bezirksamt Spandau,54
Wiedergutmachungsämter von Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
Stiftung Stadtmuseum Berlin,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Finanzamt Reinickendorf,Polizei Berlin,0
Justizvollzugsanstalt für Frauen Berlin,"Landesamt für Bergbau, Geologie und Rohstoffe",0
"Landesamt für Bergbau, Geologie und Rohstoffe",Bezirksamt Pankow,0
Steuerberaterkammer Berlin,Technische Universität Berlin,0
Finanzamt Marzahn-Hellersdorf,Jugendstrafanstalt Berlin,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Amtsgericht Lichtenberg,0
Senatsverwaltung für Kultur und Europa,Stiftung Bröhan-Museum,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Stiftung Stadtmuseum Berlin,0
Pestalozzi-Fröbel-Haus,Technische Universität Berlin,0
Amtsgericht Lichtenberg,Wiedergutmachungsämter von Berlin,0
Deutsche Klassenlotterie Berlin,Jugendstrafanstalt Berlin,0
Landesarbeitsgericht Berlin-Brandenburg,Verfassungsgerichtshof des Landes Berlin,0
Berliner Wasserbetriebe (BWB),Finanzamt Friedrichshain-Kreuzberg,0
Wohnraumversorgung Berlin,Abgeordnetenhaus von Berlin,0
Polizei Berlin,Jugendstrafanstalt Berlin,0
